Status,CreditGrade,Amount,Age,InterestRate
Current,E,1000,1,0.15
Current,E,2300,4,0.29
Current,E,1000,1,0.14
Current,E,2550,4,0.225
Current,E,7000,2,0.27
Current,E,3869,1,0.23
Current,E,4500,4,0.29
Current,E,3500,2,0.29
Current,E,3000,4,0.174
Current,E,4500,6,0.2475
Current,E,5000,6,0.24
Current,E,1000,3,0.264
Current,E,1750,3,0.2975
Current,E,3700,4,0.29
Current,E,3000,5,0.29
Current,E,1250,6,0.2
Current,E,1205,6,0.2375
Current,E,3001,5,0.29
Current,E,1600,7,0.192
Current,E,5000,7,0.2
Current,E,2025,8,0.2375
Current,E,3000,3,0.259
Current,E,3000,3,0.28
Current,E,2000,2,0.25
Current,HR,1000,1,0.17
Current,HR,2000,3,0.29
Current,HR,3001,3,0.29
Current,HR,1000,6,0.2
Current,HR,1400,3,0.25
Current,HR,1000,1,0.07
Current,HR,4000,7,0.2875
Current,HR,1000,5,0.29
Current,HR,1250,2,0.24
Current,HR,5000,6,0.28
Current,HR,2550,7,0.26
Current,HR,2000,4,0.29
Current,HR,1000,2,0.23
Current,HR,1500,2,0.25
Current,HR,3500,4,0.25
Current,HR,5800,2,0.2295
Current,HR,1600,1,0.2198
Current,HR,3001,6,0.2875
Current,HR,2500,4,0.2
Current,HR,3000,5,0.29
Current,HR,3000,3,0.29
Current,HR,4000,3,0.29
Current,HR,1000,2,0.2
Current,HR,1000,2,0.28
Current,HR,2000,1,0.23
Current,HR,1500,2,0.29
Current,HR,1000,1,0.23
Current,HR,2550,1,0.2
Current,HR,1750,1,0.17
Current,HR,2950,1,0.21
Default,E,6100,7,0.2275
Default,E,3000,7,0.22
Default,HR,1000,8,0.2375
Late,C,5000,4,0.2
Late,HR,6500,5,0.2875
Late,HR,2550,5,0.29
Late,HR,2550,8,0.2875
Late,D,5875,9,0.2375
Late,D,3000,7,0.149
Late,E,5000,5,0.29
Late,HR,1000,4,0.29
Late,E,3000,5,0.284
Late,E,2575,6,0.255
Late,E,1000,7,0.25
Late,E,3000,10,0.25
Late,E,3000,7,0.2875
Late,HR,2000,2,0.29
Current,B,5000,8,0.1175
Current,E,2250,8,0.2375
Current,C,8000,9,0.1995
Current,C,5000,11,0.15
Current,HR,2600,8,0.2375
Late,D,2500,8,0.19
Late,C,7000,9,0.2
Current,B,1500,8,0.113
Current,B,15000,9,0.1425
Current,A,15000,10,0.0995
Current,B,10000,11,0.1
Current,D,3000,10,0.16
Current,D,4000,9,0.19
Current,D,7500,10,0.27
Current,B,5000,10,0.15
Current,D,8800,11,0.21
Current,D,4000,9,0.1555
Current,HR,1000,8,0.215
Late,A,2500,8,0.1
Current,A,14500,10,0.094
Current,D,4000,11,0.18
Current,D,3600,9,0.175
Current,E,2000,10,0.1775
Current,HR,3000,8,0.2
Current,B,5750,8,0.129
Current,B,8000,9,0.2
Current,A,2550,2,0.09
Current,A,10000,6,0.105
Current,A,10000,6,0.12
Current,A,1000,6,0.115
Current,A,25000,3,0.1197
Current,A,5000,10,0.1
Current,A,10000,6,0.1125
Current,A,3000,6,0.087
Current,A,7500,6,0.1095
Current,A,25000,5,0.124
Current,A,5000,7,0.1053
Current,A,8000,3,0.1
Current,A,25000,8,0.15
Current,A,3500,5,0.1
Current,A,25000,2,0.1245
Current,A,5000,1,0.114
Current,A,7000,7,0.11
Current,AA,2300,6,0.0739
Current,AA,17000,2,0.1018
Current,AA,20000,2,0.2
Current,AA,6500,5,0.0862
Current,AA,2500,2,0.0795
Current,AA,5000,4,0.095
Current,AA,3135,5,0.09
Current,AA,12400,1,0.0854
Current,AA,25000,2,0.11
Current,AA,5000,4,0.0989
Current,AA,4250,5,0.1
Current,AA,7000,4,0.11
Current,AA,2500,7,0.089
Current,B,2700,3,0.1255
Current,B,5000,5,0.115
Current,B,3000,4,0.1195
Current,B,2500,3,0.108
Current,B,5000,7,0.199
Current,B,3000,4,0.089
Current,B,8000,3,0.11
Current,B,8500,4,0.1325
Current,B,5000,3,0.15
Current,B,25000,3,0.17
Current,B,12500,3,0.13
Current,B,3001,3,0.093
Current,B,14000,2,0.128
Current,B,4100,1,0.11
Current,B,10000,2,0.17
Current,B,8863,2,0.1241
Current,B,1650,2,0.108
Current,B,14000,7,0.148
Current,B,4500,8,0.118
Current,B,12500,1,0.16
Current,B,1500,0,0.099
Current,C,5000,4,0.1375
Current,C,2550,1,0.11
Current,C,5000,1,0.133
Current,C,6000,0,0.14
Current,C,6600,8,0.17
Current,C,5650,4,0.15
Current,C,15000,2,0.2
Current,C,4500,5,0.1595
Current,C,7500,3,0.15
Current,C,12500,2,0.17
Current,C,5000,7,0.1495
Current,C,6500,8,0.215
Current,C,2108,8,0.16
Current,C,1000,8,0.1525
Current,C,6001,5,0.143
Current,C,5000,6,0.16
Current,C,8000,6,0.175
Current,C,8000,3,0.15
Current,C,3000,7,0.175
Current,C,4000,5,0.146
Current,C,4000,4,0.17
Current,C,3001,7,0.174
Current,C,3000,3,0.15
Current,C,7500,3,0.145
Current,C,3000,6,0.157
Current,C,1300,7,0.1255
Current,C,1000,1,0.129
Current,C,3000,8,0.15
Current,C,7500,3,0.148
Current,D,5000,2,0.147
Current,D,5000,3,0.19
Current,D,5000,3,0.1795
Current,D,1800,4,0.178
Current,D,4300,1,0.125
Current,D,3000,5,0.22
Current,D,5000,3,0.246
Current,D,6000,6,0.28
Current,D,5000,6,0.1775
Current,D,5000,8,0.2375
Current,D,15000,5,0.2075
Current,D,8000,1,0.185
Current,D,6001,4,0.2
Current,D,11500,5,0.235
Current,D,5000,5,0.25
Current,D,4000,1,0.1614
Current,D,5500,2,0.18
Current,D,3400,1,0.15
Current,D,3000,6,0.253
Current,D,7500,4,0.13
Current,D,12500,5,0.1749
Current,D,8000,3,0.2145
Current,D,23700,1,0.2
Current,D,2000,1,0.192
Current,D,4000,0,0.17
Current,E,4000,4,0.1995
Current,E,3500,1,0.176
Current,E,2500,6,0.2675
Current,E,1800,1,0.2295
Current,E,2550,3,0.1925
Current,E,10000,1,0.25
Current,E,1500,1,0.2375
Current,E,3000,3,0.259
Current,E,3500,2,0.24
Current,E,10000,1,0.25
Current,E,1300,2,0.195
Current,E,3300,1,0.24
Current,E,3050,5,0.274
Current,E,3000,4,0.29
Current,E,1000,3,0.2375
Current,E,5000,3,0.29
Current,E,6001,4,0.23
Current,E,3750,4,0.29
Current,E,4000,3,0.2539
Current,E,2500,4,0.237
Current,E,1000,7,0.18
Current,E,3000,3,0.22
Current,E,1500,3,0.2
Current,E,3000,5,0.26
Current,E,2100,4,0.244
Current,E,6000,5,0.29
Current,E,3500,3,0.29
Current,E,2550,7,0.23
Current,E,1200,7,0.2875
Current,E,2500,6,0.22
Current,E,1125,1,0.1645
Current,E,3000,5,0.29
Current,E,2000,7,0.24
Current,E,2550,1,0.2223
Current,E,3001,3,0.2888
Current,E,2501,3,0.2844
Current,E,3900,4,0.29
Current,E,1500,6,0.234
Current,E,3000,7,0.22
Current,E,2550,3,0.29
Current,HR,1800,3,0.24
Current,HR,2500,3,0.29
Current,HR,1500,7,0.2
Current,HR,6000,4,0.29
Current,HR,2550,3,0.27
Current,HR,3000,5,0.2825
Current,HR,2250,4,0.29
Current,HR,3500,1,0.22
Current,HR,2950,7,0.28
Current,HR,3300,6,0.24
Current,HR,3000,4,0.29
Current,HR,1000,4,0.11
Current,HR,2700,1,0.29
Current,HR,3000,1,0.28
Current,HR,1000,7,0.2875
Current,HR,3500,2,0.29
Current,HR,1000,5,0.29
Current,HR,2770,1,0.29
Current,HR,6500,2,0.29
Current,HR,2550,5,0.29
Current,HR,5000,5,0.23
Current,HR,2500,2,0.29
Current,HR,1000,2,0.2
Current,HR,1200,2,0.29
Current,HR,4000,1,0.21
Current,HR,2550,1,0.2208
Current,HR,3500,3,0.2325
Current,HR,1000,1,0.15
Current,HR,1000,8,0.23
Late,HR,7000,5,0.27
Late,HR,6001,4,0.1775
Late,C,7000,8,0.21
Late,E,3000,5,0.2675
Late,E,4000,6,0.225
Late,HR,3000,5,0.29
Late,E,3500,7,0.2875
Late,HR,3900,3,0.29
Late,HR,2500,7,0.2875
Late,HR,3120,4,0.24
Current,B,2780,10,0.1
Current,D,2800,8,0.1775
Late,D,2500,8,0.24
Current,AA,10000,11,0.07
Current,B,12000,10,0.13
Current,B,3001,9,0.1205
Current,C,6001,9,0.176
Current,HR,3000,10,0.3575
Current,E,7000,8,0.2375
Current,E,3100,9,0.3575
Current,HR,4000,9,0.3575
Late,D,2000,9,0.2375
Current,AA,9000,8,0.1095
Current,C,2000,10,0.1275
Current,C,5000,9,0.15
Current,D,5000,8,0.2375
Current,E,2000,8,0.2375
Late,HR,2550,9,0.3575
Current,C,1900,9,0.14
Current,E,3000,10,0.2
Current,B,22000,11,0.11
Current,D,8000,11,0.1
Current,D,3500,8,0.235
Current,E,2000,9,0.1775
Current,E,3100,10,0.3
Default,E,3000,8,0.24
Late,A,3000,11,0.1575
Current,C,4000,9,0.1415
Current,C,10000,10,0.145
Current,C,3000,10,0.111
Current,HR,3500,8,0.2375
Current,A,1000,10,0.075
Current,D,5000,9,0.1995
Current,D,3001,9,0.2225
Default,D,3000,10,0.2
Current,A,3500,4,0.095
Current,A,3500,7,0.1025
Current,A,1500,7,0.08
Current,A,14500,9,0.125
Current,A,8700,3,0.1007
Current,A,5000,6,0.124
Current,A,3000,7,0.0945
Current,A,24000,5,0.15
Current,A,25000,4,0.15
Current,A,25000,3,0.121
Current,A,7500,4,0.125
Current,A,3000,4,0.1
Current,A,5000,5,0.11
Current,A,12000,1,0.09
Current,A,9000,1,0.095
Current,A,8900,3,0.098
Current,A,10000,5,0.1083
Current,A,3001,2,0.0885
Current,A,9500,8,0.13
Current,A,2500,1,0.11
Current,AA,8000,3,0.08
Current,AA,11000,4,0.11
Current,AA,17000,3,0.13
Current,AA,20000,7,0.1162
Current,AA,16000,3,0.1009
Current,AA,5050,1,0.0875
Current,AA,3000,4,0.0862
Current,AA,7000,6,0.12
Current,B,16000,8,0.15
Current,B,3000,6,0.158
Current,B,5000,6,0.218
Current,B,3000,5,0.107
Current,B,1000,2,0.0874
Current,B,25000,5,0.1849
Current,B,5000,3,0.108
Current,B,10000,4,0.12
Current,B,15000,7,0.13
Current,B,2000,2,0.1
Current,B,10000,7,0.13
Current,B,20000,4,0.16
Current,B,15000,3,0.133
Current,B,10000,3,0.14
Current,B,5500,5,0.1475
Current,B,2000,1,0.1114
Current,B,10000,4,0.1255
Current,C,7866,4,0.22
Current,C,3500,7,0.2075
Current,C,3000,7,0.15
Current,C,4000,2,0.15
Current,C,15000,2,0.1695
Current,C,15000,2,0.195
Current,C,7000,2,0.14
Current,C,6000,5,0.16
Current,C,7500,3,0.17
Current,C,5000,1,0.15
Current,C,10200,3,0.205
Current,C,3900,3,0.2
Current,C,3300,6,0.16
Current,C,9000,5,0.1505
Current,C,10000,6,0.15
Current,C,2900,8,0.15
Current,C,10000,4,0.2
Current,C,15000,7,0.2
Current,C,3500,4,0.149
Current,C,6500,3,0.15
Current,C,7200,7,0.1495
Current,C,3000,5,0.1655
Current,C,1250,7,0.1175
Current,C,3500,3,0.21
Current,D,13087,5,0.29
Current,D,2600,7,0.25
Current,D,2250,6,0.238
Current,D,1000,6,0.2
Current,D,6000,4,0.25
Current,D,2550,3,0.25
Current,D,3000,5,0.15
Current,D,3000,7,0.2
Current,D,1700,6,0.1375
Current,D,9500,6,0.1775
Current,D,3000,6,0.1695
Current,D,7000,5,0.24
Current,D,7700,2,0.24
Current,D,3100,4,0.21
Current,D,4550,1,0.2245
Current,D,1001,3,0.27
Current,D,5000,2,0.2421
Current,D,3000,2,0.11
Current,D,2501,3,0.185
Current,D,5000,2,0.25
Current,D,5000,2,0.146
Current,D,1500,1,0.1645
Current,D,1500,2,0.14
Current,D,9000,1,0.215
Current,D,1500,3,0.17
Current,D,1500,1,0.226
Current,E,6500,0,0.22
Current,E,8000,1,0.29
Current,E,3000,6,0.254
Current,E,3274,1,0.22
Current,E,2200,1,0.2
Current,E,1500,6,0.2305
Current,E,1500,2,0.29
Current,E,1000,1,0.289
Current,E,2000,2,0.26
Current,E,3000,2,0.29
Current,E,2000,1,0.2034
Current,E,2300,5,0.25
Current,E,1350,2,0.17
Current,E,5000,10,0.375
Current,E,1000,4,0.274
Current,E,3000,1,0.199
Current,E,2700,5,0.28
Current,E,3000,4,0.29
Current,E,1800,6,0.204
Current,E,3001,7,0.21
Current,E,3000,3,0.27
Current,E,5000,2,0.1899
Current,E,2000,4,0.24
Current,E,1225,6,0.224
Current,E,5500,8,0.28
Current,E,1500,1,0.1497
Current,E,4550,11,0.15
Current,E,10000,3,0.29
Current,E,4000,6,0.2425
Current,E,3500,1,0.24
Current,E,5000,2,0.29
Current,E,3000,9,0.2375
Current,HR,5000,10,0.4
Current,HR,2550,6,0.28
Current,HR,3700,6,0.075
Current,HR,3000,6,0.205
Current,HR,6000,4,0.1695
Current,HR,6000,6,0.237
Current,HR,1000,7,0.27
Current,HR,3035,5,0.28
Current,HR,1000,2,0.25
Current,HR,2600,5,0.29
Current,HR,1500,5,0.23
Current,HR,3001,3,0.29
Current,HR,5000,6,0.2825
Current,HR,1500,4,0.29
Current,HR,2600,5,0.192
Current,HR,1500,3,0.29
Current,HR,1000,3,0.11
Current,HR,1000,1,0.17
Current,HR,1700,4,0.17
Current,HR,1000,1,0.29
Current,HR,5000,3,0.015
Current,HR,3500,3,0.17
Current,HR,4500,3,0.0099
Current,HR,2000,2,0.29
Current,HR,2550,2,0.29
Current,HR,1300,5,0.29
Current,HR,1000,2,0.24
Current,HR,1000,2,0.27
Current,HR,1000,1,0.17
Current,HR,2500,1,0.2485
Current,HR,3000,1,0.2
Current,HR,2550,1,0.25
Current,HR,3000,1,0.29
Late,B,6500,5,0.138
Late,C,5000,5,0.18
Late,D,2700,5,0.22
Late,E,12000,4,0.27
Late,HR,3000,5,0.29
Late,A,10000,4,0.14
Late,E,5000,4,0.26
Late,E,4300,7,0.247
Late,E,3000,2,0.24
Late,HR,4500,3,0.2885
Current,B,2500,9,0.08
Current,D,4000,8,0.23
Default,HR,1000,9,0.2375
Current,A,3000,9,0.1025
Current,C,12130,11,0.115
Current,HR,5000,9,0.3575
Late,E,3001,9,0.2075
Current,B,9500,8,0.1325
Current,B,10000,10,0.17
Current,D,10000,11,0.12
Current,E,16000,9,0.3575
Late,HR,5000,10,0.32
Current,AA,6000,10,0.0775
Current,C,10000,11,0.1
Current,D,3000,9,0.22
Current,E,3000,10,0.3575
Current,C,5000,9,0.145
Current,C,1500,10,0.15
Current,D,2000,9,0.23
Default,C,3200,9,0.14
Current,AA,17000,8,0.1183
Late,E,6000,9,0.35
Current,B,5500,9,0.114
Current,E,3001,8,0.2375
Current,AA,20000,9,0.105
Current,D,4000,8,0.2375
Current,HR,1000,11,0.2
Current,A,5500,5,0.135
Current,A,12000,3,0.13
Current,A,25000,3,0.12
Current,A,1527,1,0.0784
Current,A,5000,2,0.09
Current,A,4000,3,0.1
Current,A,8500,5,0.127
Current,A,9500,4,0.1035
Current,A,3000,7,0.086
Current,A,5000,5,0.1025
Current,A,5000,6,0.0999
Current,A,4000,2,0.09
Current,A,2550,1,0.081
Current,A,1000,2,0.07
Current,A,10000,1,0.0925
Current,A,1000,1,0.075
Current,AA,2500,6,0.08
Current,AA,19500,1,0.1
Current,AA,10000,1,0.0875
Current,AA,14900,5,0.1061
Current,AA,8500,7,0.105
Current,AA,2500,6,0.0765
Current,AA,3000,3,0.0889
Current,AA,2900,4,0.085
Current,AA,2500,4,0.0845
Current,AA,15000,6,0.1
Current,B,4620,6,0.1175
Current,B,15000,4,0.1425
Current,B,10000,5,0.1556
Current,B,8000,3,0.25
Current,B,1000,3,0.09
Current,B,5000,5,0.14
Current,B,3000,4,0.1
Current,B,11000,5,0.1403
Current,B,10000,4,0.1238
Current,B,10000,8,0.1353
Current,B,10000,8,0.1353
Current,B,5000,1,0.1
Current,B,6000,0,0.1
Current,B,7000,2,0.135
Current,B,3100,3,0.11
Current,B,2550,2,0.21
Current,C,4000,5,0.17
Current,C,4000,7,0.145
Current,C,5700,2,0.183
Current,C,5000,2,0.18
Current,C,11000,2,0.2
Current,C,16000,1,0.18
Current,C,3000,5,0.163
Current,C,3500,1,0.1295
Current,C,7000,4,0.1475
Current,C,6001,3,0.1299
Current,C,8000,4,0.14
Current,C,2000,5,0.2
Current,C,1200,5,0.1148
Current,C,1300,7,0.1575
Current,C,5000,7,0.1625
Current,C,3000,3,0.15
Current,C,7000,3,0.155
Current,C,1500,5,0.15
Current,C,11000,5,0.21
Current,C,5000,6,0.15
Current,C,3000,7,0.208
Current,C,10000,7,0.154
Current,C,12950,3,0.149
Current,C,7000,6,0.138
Current,C,12000,1,0.195
Current,C,6001,8,0.15
Current,C,7500,3,0.17
Current,C,8000,7,0.1424
Current,C,5000,3,0.18
Current,C,5000,2,0.15
Current,C,5000,5,0.24
Current,C,2000,5,0.18
Current,C,3000,5,0.166
Current,C,10000,6,0.14
Current,D,6001,3,0.23
Current,D,4900,8,0.23
Current,D,3000,7,0.2
Current,D,10000,6,0.176
Current,D,3000,7,0.189
Current,D,4000,5,0.225
Current,D,3000,6,0.1999
Current,D,8000,6,0.16
Current,D,5000,5,0.25
Current,D,5500,5,0.27
Current,D,5000,5,0.24
Current,D,5000,5,0.2
Current,D,6001,4,0.185
Current,D,5000,4,0.17
Current,D,5255,3,0.15
Current,D,3000,5,0.2
Current,D,1000,10,0.1025
Current,D,12000,6,0.165
Current,D,2750,3,0.1235
Current,D,7000,7,0.225
Current,D,5200,5,0.1997
Current,D,1500,2,0.17
Current,D,4000,6,0.17
Current,D,3000,7,0.262
Current,D,2550,3,0.22
Current,D,10000,4,0.2075
Current,D,3500,3,0.17
Current,D,7500,1,0.1849
Current,D,1500,8,0.1525
Current,D,1000,1,0.15
Current,D,10000,1,0.212
Current,D,2000,2,0.19
Current,D,3000,3,0.1875
Current,D,3000,5,0.2145
Current,E,2550,1,0.29
Current,E,2500,1,0.205
Current,E,2500,7,0.2075
Current,E,2300,1,0.15
Current,E,1200,0,0.17
Current,E,3000,2,0.29
Current,E,2500,1,0.1615
Current,E,2000,2,0.24
Current,E,4000,3,0.1
Current,E,4500,1,0.2
Current,E,1000,3,0.22
Current,E,2900,3,0.1905
Current,E,2550,1,0.214
Current,E,2500,1,0.239
Current,E,3000,2,0.2395
Current,E,4500,1,0.28
Current,E,2750,5,0.29
Current,E,1911,3,0.2895
Current,E,4500,1,0.25
Current,E,7575,1,0.29
Current,E,3000,2,0.2395
Current,E,4000,1,0.29
Current,E,5000,7,0.2454
Current,E,3250,6,0.28
Current,E,2770,3,0.29
Current,E,3001,8,0.225
Current,E,1500,7,0.23
Current,E,3500,6,0.28
Current,E,5000,10,0.32
Current,E,2550,4,0.265
Current,E,3000,5,0.284
Current,E,3500,5,0.28
Current,E,3000,5,0.2089
Current,E,2400,7,0.21
Current,E,1000,7,0.2875
Current,E,6000,0,0.26
Current,E,5000,2,0.29
Current,E,1750,4,0.222
Current,E,1001,2,0.233
Current,E,5000,1,0.26
Current,HR,1000,1,0.25
Current,HR,3998,2,0.25
Current,HR,2000,2,0.29
Current,HR,2500,7,0.23
Current,HR,1500,5,0.29
Current,HR,7950,5,0.25
Current,HR,6000,7,0.28
Current,HR,2550,7,0.24
Current,HR,1000,4,0.2695
Current,HR,1000,2,0.15
Current,HR,2550,1,0.29
Current,HR,2550,1,0.29
Current,HR,1750,2,0.2
Current,HR,1100,1,0.29
Current,HR,2000,3,0.28
Current,HR,2000,2,0.28
Current,HR,2000,2,0.15
Current,HR,1000,7,0.2875
Current,HR,1000,1,0.15
Current,HR,3000,1,0.16
Current,HR,7600,1,0.23
Current,NC,4000,4,0.27
Late,B,13500,8,0.142
Late,E,1200,6,0.2475
Late,E,5000,5,0.29
Late,D,4000,7,0.2375
Late,D,3500,7,0.1985
Late,D,5000,5,0.25
Late,HR,3100,7,0.25
Current,AA,3000,8,0.0775
Current,B,5000,10,0.0925
Current,C,10000,8,0.1675
Current,D,2000,9,0.1575
Current,AA,18000,9,0.115
Current,B,2500,9,0.149
Current,C,14900,11,0.1201
Current,C,2000,8,0.205
Current,D,1000,8,0.1775
Current,C,5000,10,0.3575
Current,D,3000,8,0.24
Current,D,6500,9,0.205
Current,E,4000,8,0.2375
Default,HR,2550,10,0.35
Current,A,2000,9,0.0938
Current,C,4000,9,0.175
Current,D,1000,10,0.119
Current,E,4000,8,0.236
Default,HR,2800,10,0.45
Late,C,7000,9,0.2375
Late,B,11800,10,0.2
Current,C,5000,10,0.12
Current,C,2100,8,0.15
Current,HR,3001,9,0.3575
Current,B,8000,9,0.15
Current,C,6500,8,0.1775
Current,C,5500,10,0.104
Current,E,8000,9,0.2075
Current,HR,2500,10,0.275
Late,C,7200,10,0.135
Current,A,3000,8,0.13
Current,D,4000,10,0.21
Current,D,8000,9,0.22
Current,E,3400,9,0.24
Late,HR,5000,10,0.2375
Current,A,6000,9,0.145
Current,C,10000,11,0.12
Current,D,3000,8,0.1915
Current,E,1000,8,0.2
Current,E,3001,9,0.2375
Current,HR,1000,10,0.2
Current,A,12000,10,0.0875
Current,A,5000,8,0.1172
Current,C,4000,8,0.15
Current,D,3100,8,0.1775
Current,A,3700,6,0.1
Current,A,9000,6,0.125
Current,A,5000,5,0.1
Current,A,4000,4,0.1195
Current,A,3000,3,0.0895
Current,A,12200,3,0.1195
Current,A,3600,3,0.0999
Current,A,5500,6,0.09
Current,A,7175,5,0.11
Current,A,5000,4,0.114
Current,A,15000,3,0.1125
Current,A,15000,2,0.13
Current,A,25000,7,0.133
Current,A,2200,3,0.0795
Current,A,8000,8,0.1091
Current,A,8000,2,0.1075
Current,A,13000,2,0.14
Current,A,9900,8,0.1313
Current,A,6500,1,0.089
Current,AA,7000,1,0.0839
Current,AA,1000,1,0.0795
Current,AA,8000,7,0.14
Current,AA,4500,5,0.085
Current,AA,5000,6,0.0894
Current,AA,7999,6,0.0899
Current,AA,4000,5,0.102
Current,AA,7500,6,0.0872
Current,AA,7500,1,0.079
Current,AA,5000,7,0.09
Current,B,11400,7,0.133
Current,B,8000,3,0.11
Current,B,7000,5,0.218
Current,B,14000,1,0.138
Current,B,10000,5,0.1395
Current,B,5000,5,0.1295
Current,B,7050,3,0.1025
Current,B,6000,3,0.129
Current,B,15000,3,0.125
Current,B,7300,5,0.143
Current,B,5500,7,0.137
Current,B,10000,4,0.145
Current,B,1900,4,0.098
Current,B,3000,7,0.163
Current,B,8000,3,0.17
Current,B,24000,5,0.14
Current,B,1600,2,0.17
Current,B,12000,1,0.1175
Current,B,5800,2,0.1
Current,B,4500,1,0.1079
Current,B,14000,3,0.125
Current,C,10000,4,0.15
Current,C,3000,2,0.2
Current,C,12610,4,0.16
Current,C,1900,9,0.16
Current,C,9000,8,0.175
Current,C,4500,2,0.18
Current,C,3500,6,0.165
Current,C,8000,5,0.25
Current,C,5000,6,0.14
Current,C,3150,3,0.12
Current,C,10001,6,0.19
Current,C,2500,5,0.15
Current,C,2500,4,0.15
Current,C,3000,5,0.16
Current,C,1000,6,0.1575
Current,C,7800,8,0.1975
Current,C,6001,7,0.175
Current,C,3600,4,0.125
Current,C,12000,6,0.1562
Current,C,2300,5,0.1288
Current,C,2700,1,0.16
Current,C,5500,3,0.128
Current,C,5995,7,0.185
Current,C,2550,3,0.125
Current,C,6500,7,0.155
Current,C,4000,6,0.1401
Current,C,10000,4,0.239
Current,C,1200,4,0.17
Current,C,3000,4,0.18
Current,C,10000,4,0.2
Current,C,1900,5,0.1395
Current,C,7000,3,0.1365
Current,C,5000,6,0.17
Current,C,3000,3,0.153
Current,C,5500,3,0.165
Current,D,5000,11,0.13
Current,D,7500,7,0.18
Current,D,2000,7,0.1795
Current,D,3001,5,0.1949
Current,D,4360,5,0.15
Current,D,1000,7,0.1775
Current,D,4300,4,0.175
Current,D,1000,3,0.2
Current,D,9000,3,0.2
Current,D,1150,11,0.1075
Current,D,3500,2,0.19
Current,D,3001,10,0.19
Current,D,5000,5,0.1695
Current,D,2000,8,0.225
Current,D,6000,8,0.165
Current,D,17725,4,0.2175
Current,D,2999,8,0.19
Current,D,4000,6,0.1588
Current,D,4000,5,0.22
Current,D,1000,5,0.1403
Current,D,2100,8,0.2375
Current,D,2000,1,0.1625
Current,D,5350,4,0.197
Current,D,4500,4,0.189
Current,D,1500,7,0.129
Current,D,3000,6,0.167
Current,D,5000,6,0.2475
Current,D,10000,2,0.1725
Current,D,6001,1,0.2
Current,D,5000,4,0.185
Current,D,5000,3,0.1975
Current,D,4950,4,0.17
Current,D,2500,4,0.17
Current,D,2800,4,0.2135
Current,D,2500,1,0.2
Current,D,6100,1,0.173
Current,D,5500,4,0.19
Current,D,7500,5,0.22
Current,D,5000,0,0.1742
Current,D,7500,2,0.2
Current,D,1900,2,0.2
Current,D,6001,9,0.22
Current,D,4950,1,0.12
Current,D,5000,4,0.15
Current,E,1000,1,0.18
Current,E,3000,8,0.22
Current,E,5000,1,0.01
Current,E,4000,1,0.229
Current,E,2800,3,0.265
Current,E,1000,2,0.15
Current,E,8000,7,0.2875
Current,E,2000,3,0.15
Current,E,1200,2,0.15
Current,E,3000,3,0.259
Current,E,2000,3,0.218
Current,E,2500,3,0.15
Current,E,1000,3,0.23
Current,E,3000,4,0.29
Current,E,3000,6,0.2875
Current,E,2550,6,0.28
Current,E,3800,4,0.275
Current,E,3500,3,0.24
Current,E,2440,4,0.24
Current,E,2000,6,0.279
Current,E,3000,8,0.2375
Current,E,1500,7,0.215
Current,E,3000,3,0.24
Current,E,1140,3,0.25
Current,E,2550,6,0.2499
Current,E,3100,8,0.2375
Current,E,1000,6,0.24
Current,E,2300,2,0.23
Current,E,3020,4,0.266
Current,E,3100,3,0.28
Current,E,3000,4,0.29
Current,E,2000,2,0.29
Current,E,8500,6,0.2848
Current,E,3000,4,0.2
Current,E,2000,7,0.23
Current,HR,2500,3,0.22
Current,HR,2830,3,0.29
Current,HR,3000,3,0.29
Current,HR,2000,4,0.29
Current,HR,2550,7,0.2875
Current,HR,1500,5,0.2
Current,HR,1200,6,0.2075
Current,HR,1250,2,0.24
Current,HR,3001,1,0.29
Current,HR,1000,2,0.23
Current,HR,1300,4,0.29
Current,HR,1250,6,0.1775
Current,HR,1500,3,0.285
Current,HR,1000,5,0.2
Current,HR,5750,5,0.29
Current,HR,2200,4,0.29
Current,HR,9900,1,0.29
Current,HR,3500,2,0.25
Current,HR,4000,7,0.2475
Current,HR,3500,2,0.29
Current,HR,1000,2,0.2
Current,HR,2750,5,0.23
Current,HR,5000,1,0.29
Current,HR,4500,1,0.29
Current,HR,2550,1,0.29
Current,HR,1500,6,0.2875
Current,HR,1000,7,0.222
Current,HR,1750,1,0.29
Current,HR,2000,4,0.29
Current,HR,2550,1,0.29
Late,E,3000,7,0.2075
Late,E,3000,5,0.27
Late,HR,1200,6,0.2059
Late,HR,2800,5,0.23
Late,B,6000,7,0.1575
Late,E,4700,6,0.28
Late,E,7000,5,0.26
Late,E,1500,6,0.26
Late,HR,3000,4,0.29
Late,E,1300,7,0.25
Late,E,3000,10,0.22
Late,HR,3001,6,0.2875
Late,B,12000,9,0.22
Late,B,6000,7,0.145
Late,C,9000,3,0.23
Late,E,2200,3,0.2825
Late,E,6000,6,0.2875
Current,D,4000,8,0.2375
Late,D,4500,9,0.2375
Current,C,1000,10,0.1
Current,E,3000,8,0.23
Current,E,3000,8,0.22
Current,C,1800,8,0.1775
Late,C,6000,9,0.2095
Current,C,5000,9,0.19
Current,C,3500,11,0.11
Current,D,2000,9,0.2
Current,E,2550,9,0.345
Current,D,4000,8,0.2375
Current,C,4500,9,0.2
Current,A,4750,3,0.1035
Current,A,20000,6,0.138
